"household_id","individual_id","sex","age","age_p","married","form_married","nev_married","disability","religion","literacy","educ","work","member_r0","head_r0","relation_r0","relation_os_r0","member_r1","head_r1","respond_r1","relation_r1","relation_os_r1","member_r2","head_r2","respond_r2","relation_r2","relation_os_r2","member_r3","head_r3","respond_r3","relation_r3","relation_os_r3","member_r4","head_r4","respond_r4","relation_r4","relation_os_r4","member_r5","head_r5","respond_r5","relation_r5","relation_os_r5","member_r6","head_r6","respond_r6","relation_r6","relation_os_r6","member_r7","head_r7","respond_r7","relation_r7","relation_os_r7","member_r8","head_r8","respond_r8","relation_r8","relation_os_r8","member_r9","head_r9","respond_r9","relation_r9","relation_os_r9","member_r10","head_r10","respond_r10","relation_r10","relation_os_r10"
"071003088801004059",7,2,3,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004075",1,1,53,45,1,0,0,0,1,0,0,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,1,1,1,1,
"071003088801004075",2,2,49,40,1,0,0,0,1,0,0,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,1,0,0,2,
"071003088801004075",3,1,15,16,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,
"071003088801004075",4,1,13,20,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,
"071003088801004075",5,2,11,25,0,0,1,0,1,0,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,
"071003088801004075",6,2,9,9,0,0,0,0,,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,
"071003088801004091",1,1,30,36,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
"071003088801004091",2,2,28,30,1,0,0,0,1,0,0,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,
"071003088801004091",3,2,6,7,0,0,0,0,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"071003088801004091",4,2,3,3,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"071003088801004091",5,2,0,1,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"071003088801004100",1,2,22,26,0,1,0,0,1,1,1,0,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004100",2,1,1,2,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004103",1,2,20,,0,1,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004103",2,2,4,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",1,1,63,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",2,2,52,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",3,1,10,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",5,2,7,,0,0,0,0,,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",6,1,4,,0,0,0,,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004109",7,1,6,,0,0,0,0,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004125",1,1,36,39,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,1,
"071003088801004125",2,2,31,35,1,0,0,0,1,0,0,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,1,0,0,2,,1,0,0,2,
"071003088801004125",3,1,13,16,0,0,1,0,1,1,1,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,
"071003088801004125",4,2,11,12,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,
"071003088801004125",5,2,9,9,0,0,0,0,,0,0,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,
"071003088801004125",6,1,7,7,0,0,0,0,,0,0,0,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,
"071003088801004125",7,1,4,5,0,0,0,,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,
"071003088801004141",1,1,62,65,1,0,0,0,1,0,0,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,
"071003088801004141",2,2,50,60,1,0,0,0,1,0,0,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,
"071003088801004141",3,1,19,18,0,0,1,0,1,1,1,1,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"071003088801004141",4,2,4,10,0,0,0,,,0,0,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,
"071003088801004157",1,2,85,,0,1,0,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071003088801004157",3,2,8,,0,0,0,0,,1,1,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071005020100101062",1,1,,60,,,,,,,,,0,0,,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"071005020100101062",4,2,,50,,,,,,,,,0,0,,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,
"071005020100101062",5,2,,35,,,,,,,,,0,0,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"071005020100101062",6,2,,30,,,,,,,,,0,0,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"071005020100101062",7,1,,16,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",8,2,,13,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",9,1,,11,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",10,1,,10,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",11,2,,7,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",12,1,,5,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",13,2,,4,,,,,,,,,0,0,,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,1,0,0,4,,,,,,,,,,,,,,,,
"071005020100101062",14,2,,30,,,,,,,,,0,0,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"071008088801603010",1,2,58,,0,1,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603010",2,1,23,,1,0,0,0,1,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603010",3,2,10,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603010",4,2,22,,1,0,0,0,1,0,0,0,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603024",1,2,54,,0,1,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603024",2,2,18,,0,0,1,0,1,1,2,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603024",3,2,16,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603024",4,2,21,,0,0,1,1,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",1,1,40,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",2,2,37,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",3,1,14,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",4,2,12,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",5,1,11,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",6,2,8,,0,0,0,0,,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603038",7,2,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",1,1,42,,1,0,0,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",2,2,40,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",3,1,12,,0,0,1,0,1,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",4,2,10,,0,0,1,0,1,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",5,1,8,,0,0,0,0,,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",6,1,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603052",7,2,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",1,1,43,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",2,2,39,,1,0,0,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",3,1,12,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",4,2,9,,0,0,0,0,,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",5,1,6,,0,0,0,0,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",6,2,4,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603066",7,2,0,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603080",1,1,43,,1,0,0,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603080",2,2,41,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603080",5,1,10,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603080",7,1,7,,0,0,0,0,,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603080",8,2,5,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",1,1,47,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",2,2,44,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",3,2,25,,1,0,0,0,1,1,1,1,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",5,2,13,,0,0,1,0,1,0,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",7,2,10,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603094",9,1,1,,0,0,0,,,,,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",1,1,45,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",2,2,43,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",4,1,13,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",5,2,5,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",6,2,3,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603108",7,2,14,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603122",1,1,27,30,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
"071008088801603122",2,2,25,29,1,0,0,0,1,1,1,1,1,0,2,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,1,0,0,2,,1,0,0,2,,1,0,0,2,,,,,,,,,,,,,,,,
"071008088801603122",4,2,2,15,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"071008088801603122",5,2,8,13,0,0,0,0,,0,0,0,1,0,15,,1,0,0,15,,1,0,0,15,,1,0,0,15,,,,,,,1,0,0,15,,1,0,0,15,,1,0,0,15,,,,,,,,,,,,,,,,
"071008088801603122",6,2,0,10,0,0,0,,,,,,1,0,3,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,1,0,0,3,,1,0,0,3,,1,0,0,3,,,,,,,,,,,,,,,,
"071008088801603136",1,1,44,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603136",2,2,42,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603136",3,1,11,,0,0,1,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603136",4,1,8,,0,0,0,0,,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071008088801603136",6,1,2,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005012",1,1,70,,1,0,0,0,3,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005012",2,2,44,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005012",3,1,12,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005012",4,2,5,,0,0,0,,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005026",1,1,58,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005026",2,2,49,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005026",4,2,17,,0,0,1,0,1,1,2,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005026",5,1,9,,0,0,0,0,,1,1,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005040",1,1,63,,1,0,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005040",2,2,53,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005040",3,1,24,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005040",4,1,21,,0,0,1,0,1,1,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005049",1,2,83,,0,1,0,1,3,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",1,1,70,,1,0,0,0,3,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",2,2,67,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",3,1,30,,1,0,0,0,3,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",4,2,25,,1,0,0,0,1,0,0,1,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",5,2,5,,0,0,0,,,0,0,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",6,2,2,,0,0,0,,,,,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005055",7,1,0,,0,0,0,,,,,,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",1,2,49,,0,1,0,0,3,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",2,1,25,,1,0,0,0,3,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",3,1,23,,0,0,1,0,3,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",4,2,21,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",5,2,15,,0,0,1,0,3,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",6,2,12,,0,0,1,0,1,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",7,1,8,,0,0,0,0,,1,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",8,1,5,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005069",9,2,22,,1,0,0,0,1,0,1,0,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005083",1,1,90,,1,0,0,0,3,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005083",2,2,80,,1,0,0,0,1,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005083",3,1,26,,0,0,1,0,1,1,2,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005097",1,2,73,,0,1,0,0,3,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005097",2,2,15,,0,0,1,0,1,1,1,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005111",1,1,31,,1,0,0,0,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005111",2,2,25,,1,0,0,0,3,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005111",3,2,7,,0,0,0,0,,0,0,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005111",4,2,5,,0,0,0,,,0,0,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"071013088801005111",5,1,3,,0,0,0,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
